@@@E X T R A C T@@@
Latitude,Longitude,Road Surface
39.968933,-83.047955,Asphalt
39.968933,-83.047945,Asphalt
39.968933,-83.047507,Asphalt
39.968933,-83.047217,Asphalt
39.968935,-83.048602,Asphalt
39.968937,-83.022268,Asphalt
39.968938,-83.066545,Asphalt
39.96894,-83.053412,Asphalt
39.96894,-83.05324,Asphalt
39.96894,-83.053207,Asphalt
39.96894,-83.052292,Asphalt
39.96894,-83.047667,Asphalt
39.968942,-83.053318,Asphalt
39.968942,-83.053263,Asphalt
39.968942,-83.052732,Asphalt
39.968942,-83.048155,Asphalt
39.968943,-83.066677,Asphalt
39.968943,-83.047902,Asphalt
39.968943,-83.047555,Asphalt
39.968945,-83.066625,Asphalt
39.968945,-83.053178,Asphalt
39.968945,-83.04875,Asphalt
39.968947,-83.053522,Asphalt
39.968947,-83.053487,Asphalt
39.968947,-83.053122,Asphalt
39.968947,-83.052058,Asphalt
39.968948,-83.066558,Asphalt
39.968948,-83.047603,Asphalt
39.96895,-83.066628,Asphalt
39.96895,-83.06649,Asphalt
39.96895,-83.053155,Asphalt
39.96895,-83.048732,Asphalt
39.968952,-83.066825,Asphalt
39.968952,-83.053237,Asphalt
39.968952,-83.053077,Asphalt
39.968952,-83.05286,Asphalt
39.968952,-83.052418,Asphalt
39.968952,-83.048272,Asphalt
39.968953,-83.048088,Asphalt
39.968953,-83.047947,Asphalt
39.968955,-83.052397,Asphalt
39.968955,-83.052115,Asphalt
39.968955,-83.048907,Asphalt
39.968955,-83.047382,Asphalt
39.968957,-83.066685,Asphalt
39.968957,-83.053142,Asphalt
39.968957,-83.048037,Asphalt
39.968957,-83.047838,Asphalt
39.968958,-83.05332,Asphalt
39.968958,-83.052018,Asphalt
39.968958,-83.048132,Asphalt
39.96896,-83.066605,Asphalt
39.96896,-83.053167,Asphalt
39.96896,-83.052467,Asphalt
39.96896,-83.052075,Asphalt
39.96896,-83.048873,Asphalt
39.96896,-83.048842,Asphalt
39.96896,-83.04826,Asphalt
39.968962,-83.048228,Asphalt
39.968963,-83.053003,Asphalt
39.968963,-83.052997,Asphalt
39.968963,-83.052125,Asphalt
39.968963,-83.048897,Asphalt
39.968963,-83.047475,Asphalt
39.968965,-83.066695,Asphalt
39.968965,-83.066605,Asphalt
39.968965,-83.052832,Asphalt
39.968965,-83.04907,Asphalt
39.968965,-83.048177,Asphalt
39.968965,-83.047632,Asphalt
39.968967,-83.053403,Asphalt
39.968967,-83.053353,Asphalt
39.968967,-83.052153,Asphalt
39.968967,-83.052097,Asphalt
39.968967,-83.048695,Asphalt
39.968967,-83.048312,Asphalt
39.968967,-83.047985,Asphalt
39.968968,-83.0531,Asphalt
39.968968,-83.052975,Asphalt
39.968968,-83.051977,Asphalt
39.968968,-83.051933,Asphalt
39.968968,-83.048927,Asphalt
39.968968,-83.047542,Asphalt
39.96897,-83.053318,Asphalt
39.96897,-83.048498,Asphalt
39.96897,-83.04828,Asphalt
39.96897,-83.047877,Asphalt
39.96897,-83.04786,Asphalt
39.968972,-83.053325,Asphalt
39.968972,-83.05289,Asphalt
39.968972,-83.052202,Asphalt
39.968972,-83.052063,Asphalt
39.968972,-83.048763,Asphalt
39.968972,-83.048595,Asphalt
39.968972,-83.0485,Asphalt
39.968972,-83.048425,Asphalt
39.968973,-83.04897,Asphalt
39.968973,-83.048335,Asphalt
39.968975,-83.05295,Asphalt
39.968975,-83.051932,Asphalt
39.968975,-83.049235,Asphalt
39.968975,-83.049098,Asphalt
39.968975,-83.0488,Asphalt
39.968977,-83.066855,Asphalt
39.968977,-83.066673,Asphalt
39.968977,-83.05304,Asphalt
39.968977,-83.04846,Asphalt
39.968977,-83.048382,Asphalt
39.968978,-83.052038,Asphalt
39.968978,-83.048532,Asphalt
39.968978,-83.0479,Asphalt
39.968978,-83.022322,Asphalt
39.96898,-83.066842,Asphalt
39.96898,-83.066672,Asphalt
39.96898,-83.052478,Asphalt
39.96898,-83.048187,Asphalt
39.968982,-83.053177,Asphalt
39.968982,-83.052983,Asphalt
39.968982,-83.052915,Asphalt
39.968982,-83.052805,Asphalt
39.968982,-83.052765,Asphalt
39.968982,-83.05218,Asphalt
39.968982,-83.051933,Asphalt
39.968982,-83.051753,Asphalt
39.968983,-83.05277,Asphalt
39.968983,-83.05246,Asphalt
39.968983,-83.0494,Asphalt
39.968983,-83.049068,Asphalt
39.968983,-83.049023,Asphalt
39.968983,-83.022225,Asphalt
39.968985,-83.066963,Asphalt
39.968985,-83.052933,Asphalt
39.968985,-83.052215,Asphalt
39.968985,-83.04857,Asphalt
39.968987,-83.052797,Asphalt
39.968987,-83.04861,Asphalt
39.968988,-83.051708,Asphalt
39.968988,-83.04909,Asphalt
39.968988,-83.047497,Asphalt
39.96899,-83.066723,Asphalt
39.96899,-83.052243,Asphalt
39.96899,-83.051888,Asphalt
39.968992,-83.067053,Asphalt
39.968992,-83.066783,Asphalt
39.968992,-83.05311,Asphalt
39.968992,-83.04956,Asphalt
39.968992,-83.048703,Asphalt
39.968992,-83.048653,Asphalt
39.968992,-83.048143,Asphalt
39.968992,-83.047742,Asphalt
39.968993,-83.053112,Asphalt
39.968993,-83.052898,Asphalt
39.968993,-83.051652,Asphalt
39.968993,-83.047715,Asphalt
39.968993,-83.0036,Asphalt
39.968995,-83.052278,Asphalt
39.968995,-83.052262,Asphalt
39.968995,-83.051573,Asphalt
39.968995,-83.049467,Asphalt
39.968995,-83.04934,Asphalt
39.968995,-83.04917,Asphalt
39.968995,-83.048607,Asphalt
39.968995,-83.047918,Asphalt
39.968997,-83.066805,Asphalt
39.968997,-83.05263,Asphalt
39.968997,-83.052297,Asphalt
39.968997,-83.051672,Asphalt
39.968997,-83.049717,Asphalt
39.968998,-83.066785,Asphalt
39.968998,-83.052848,Asphalt
39.968998,-83.052608,Asphalt
39.968998,-83.052535,Asphalt
39.968998,-83.052287,Asphalt
39.968998,-83.052083,Asphalt
39.968998,-83.049438,Asphalt
39.968998,-83.048915,Asphalt
39.968998,-83.048835,Asphalt
39.968998,-83.048208,Asphalt
39.969,-83.053237,Asphalt
39.969,-83.052952,Asphalt
39.969,-83.05135,Asphalt
39.969,-83.049252,Asphalt
39.969,-83.047873,Asphalt
39.969002,-83.067043,Asphalt
39.969002,-83.05269,Asphalt
39.969002,-83.052302,Asphalt
39.969003,-83.066725,Asphalt
39.969003,-83.052995,Asphalt
39.969003,-83.05279,Asphalt
39.969003,-83.05261,Asphalt
39.969003,-83.051848,Asphalt
39.969003,-83.051393,Asphalt
39.969003,-83.049868,Asphalt
39.969003,-83.04854,Asphalt
39.969005,-83.052303,Asphalt
39.969005,-83.052093,Asphalt
39.969005,-83.05136,Asphalt
39.969007,-83.066887,Asphalt
39.969007,-83.052638,Asphalt
39.969008,-83.067333,Asphalt
39.969008,-83.052468,Asphalt
39.969008,-83.052448,Asphalt
39.969008,-83.051707,Asphalt
39.969008,-83.050993,Asphalt
39.969008,-83.050027,Asphalt
39.969008,-83.049833,Asphalt
39.969008,-83.049412,Asphalt
39.969008,-83.048247,Asphalt
39.96901,-83.051208,Asphalt
39.969012,-83.066958,Asphalt
39.969012,-83.066748,Asphalt
39.969012,-83.052863,Asphalt
39.969012,-83.052422,Asphalt
39.969012,-83.051303,Asphalt
39.969012,-83.05019,Asphalt
39.969013,-83.052902,Asphalt
39.969013,-83.052312,Asphalt
39.969013,-83.0499,Asphalt
39.969013,-83.049812,Asphalt
39.969013,-83.048967,Asphalt
39.969013,-83.048408,Asphalt
39.969015,-83.067073,Asphalt
39.969015,-83.0527,Asphalt
39.969015,-83.052413,Asphalt
39.969015,-83.052378,Asphalt
39.969015,-83.051023,Asphalt
39.969015,-83.050632,Asphalt
39.969015,-83.049487,Asphalt
39.969015,-83.04923,Asphalt
39.969015,-83.049152,Asphalt
39.969017,-83.05242,Asphalt
39.969017,-83.052347,Asphalt
39.969017,-83.051327,Asphalt
39.969017,-83.05106,Asphalt
39.969017,-83.051017,Asphalt
39.969017,-83.050845,Asphalt
39.969017,-83.050353,Asphalt
39.969018,-83.050933,Asphalt
39.969018,-83.050677,Asphalt
39.969018,-83.050515,Asphalt
39.969018,-83.050267,Asphalt
39.969018,-83.050198,Asphalt
39.969018,-83.048003,Asphalt
39.96902,-83.066905,Asphalt
39.96902,-83.052817,Asphalt
39.96902,-83.052508,Asphalt
39.96902,-83.052468,Asphalt
39.96902,-83.052323,Asphalt
39.96902,-83.05019,Asphalt
39.969022,-83.06679,Asphalt
39.969022,-83.05218,Asphalt
39.969022,-83.050947,Asphalt
39.969022,-83.050565,Asphalt
39.969022,-83.048205,Asphalt
39.969023,-83.067083,Asphalt
39.969023,-83.066843,Asphalt
39.969023,-83.066807,Asphalt
39.969023,-83.05315,Asphalt
39.969023,-83.052398,Asphalt
39.969023,-83.052258,Asphalt
39.969023,-83.050568,Asphalt
39.969023,-83.048045,Asphalt
39.969025,-83.052585,Asphalt
39.969025,-83.051707,Asphalt
39.969025,-83.04954,Asphalt
39.969027,-83.048203,Asphalt
39.969027,-83.047817,Asphalt
39.969028,-83.052217,Asphalt
39.969028,-83.049565,Asphalt
39.969028,-83.048568,Asphalt
39.96903,-83.066903,Asphalt
39.96903,-83.052225,Asphalt
39.96903,-83.05213,Asphalt
39.96903,-83.050968,Asphalt
39.96903,-83.050915,Asphalt
39.96903,-83.050757,Asphalt
39.96903,-83.049845,Asphalt
39.969032,-83.052695,Asphalt
39.969032,-83.052323,Asphalt
39.969032,-83.051798,Asphalt
39.969032,-83.05015,Asphalt
39.969032,-83.048883,Asphalt
39.969032,-83.048665,Asphalt
39.969032,-83.048597,Asphalt
39.969033,-83.050452,Asphalt
39.969033,-83.04947,Asphalt
39.969033,-83.049323,Asphalt
39.969035,-83.052637,Asphalt
39.969035,-83.049745,Asphalt
39.969037,-83.052582,Asphalt
39.969037,-83.052547,Asphalt
39.969037,-83.052245,Asphalt
39.969037,-83.051057,Asphalt
39.969038,-83.068733,Asphalt
39.969038,-83.066915,Asphalt
39.969038,-83.049652,Asphalt
39.96904,-83.052608,Asphalt
39.96904,-83.052017,Asphalt
39.969042,-83.052547,Asphalt
39.969042,-83.052023,Asphalt
39.969042,-83.051825,Asphalt
39.969042,-83.048262,Asphalt
39.969043,-83.06686,Asphalt
39.969043,-83.052678,Asphalt
39.969043,-83.052523,Asphalt
39.969045,-83.052917,Asphalt
39.969045,-83.051887,Asphalt
39.969045,-83.050857,Asphalt
39.969045,-83.04849,Asphalt
39.969047,-83.052045,Asphalt
39.969048,-83.06696,Asphalt
39.969048,-83.052487,Asphalt
39.969048,-83.050037,Asphalt
39.969048,-83.049775,Asphalt
39.969048,-83.048915,Asphalt
39.96905,-83.067163,Asphalt
39.96905,-83.066785,Asphalt
39.96905,-83.051817,Asphalt
39.96905,-83.05181,Asphalt
39.96905,-83.051743,Asphalt
39.96905,-83.051102,Asphalt
39.96905,-83.04982,Asphalt
39.96905,-83.049327,Asphalt
39.96905,-83.049232,Asphalt
39.96905,-83.048373,Asphalt
39.969052,-83.066907,Asphalt
39.969052,-83.052007,Asphalt
39.969052,-83.051817,Asphalt
39.969052,-83.050793,Asphalt
39.969052,-83.049685,Asphalt
39.969052,-83.048948,Asphalt
39.969052,-83.048927,Asphalt
39.969052,-83.04854,Asphalt
39.969053,-83.066938,Asphalt
39.969053,-83.053058,Asphalt
39.969053,-83.050172,Asphalt
39.969053,-83.049897,Asphalt
39.969055,-83.052027,Asphalt
39.969055,-83.051158,Asphalt
39.969057,-83.052827,Asphalt
39.969057,-83.052222,Asphalt
39.969057,-83.05127,Asphalt
39.969057,-83.050277,Asphalt
39.969057,-83.050233,Asphalt
39.969058,-83.06689,Asphalt
39.969058,-83.052747,Asphalt
39.969058,-83.051612,Asphalt
39.969058,-83.051472,Asphalt
39.969058,-83.050712,Asphalt
39.969058,-83.050302,Asphalt
39.969058,-83.048135,Asphalt
39.96906,-83.052227,Asphalt
39.96906,-83.051685,Asphalt
39.96906,-83.049968,Asphalt
39.969062,-83.0669,Asphalt
39.969062,-83.05223,Asphalt
39.969062,-83.051622,Asphalt
39.969062,-83.05151,Asphalt
39.969062,-83.050045,Asphalt
39.969062,-83.04969,Asphalt
39.969062,-83.048517,Asphalt
39.969063,-83.052278,Asphalt
39.969063,-83.051402,Asphalt
39.969063,-83.050515,Asphalt
39.969063,-83.050373,Asphalt
39.969063,-83.049158,Asphalt
39.969065,-83.052975,Asphalt
39.969065,-83.051697,Asphalt
39.969065,-83.051207,Asphalt
39.969065,-83.048777,Asphalt
39.969067,-83.066943,Asphalt
39.969067,-83.05186,Asphalt
39.969067,-83.05149,Asphalt
39.969067,-83.051188,Asphalt
39.969067,-83.05097,Asphalt
39.969067,-83.050747,Asphalt
39.969067,-83.05063,Asphalt
39.969067,-83.050112,Asphalt
39.969067,-83.050038,Asphalt
39.969068,-83.06718,Asphalt
39.969068,-83.05181,Asphalt
39.969068,-83.05169,Asphalt
39.969068,-83.050408,Asphalt
39.969068,-83.049585,Asphalt
39.96907,-83.0515,Asphalt
39.96907,-83.051433,Asphalt
39.96907,-83.051118,Asphalt
39.96907,-83.050773,Asphalt
39.96907,-83.050452,Asphalt
39.96907,-83.050052,Asphalt
39.969072,-83.051328,Asphalt
39.969072,-83.048873,Asphalt
39.969073,-83.052285,Asphalt
39.969073,-83.051137,Asphalt
39.969075,-83.119097,Asphalt
39.969075,-83.051483,Asphalt
39.969075,-83.051135,Asphalt
39.969075,-83.050765,Asphalt
39.969075,-83.050538,Asphalt
39.969075,-83.05041,Asphalt
39.969075,-83.049293,Asphalt
39.969075,-83.048698,Asphalt
39.969077,-83.052068,Asphalt
39.969077,-83.0514,Asphalt
39.969077,-83.051252,Asphalt
39.969077,-83.049398,Asphalt
39.969078,-83.051937,Asphalt
39.969078,-83.051908,Asphalt
39.969078,-83.051595,Asphalt
39.969078,-83.051345,Asphalt
39.969078,-83.04846,Asphalt
39.96908,-83.05117,Asphalt
39.96908,-83.048767,Asphalt
39.969082,-83.049938,Asphalt
39.969082,-83.049063,Asphalt
39.969083,-83.066973,Asphalt
39.969083,-83.05108,Asphalt
39.969083,-83.049207,Asphalt
39.969085,-83.067158,Asphalt
39.969085,-83.05162,Asphalt
39.969085,-83.051368,Asphalt
39.969085,-83.04963,Asphalt
39.969087,-83.067062,Asphalt
39.969087,-83.051855,Asphalt
39.969087,-83.051382,Asphalt
39.969087,-83.050997,Asphalt
39.969087,-83.050915,Asphalt
39.969087,-83.050292,Asphalt
39.969088,-83.050847,Asphalt
39.969088,-83.049537,Asphalt
39.96909,-83.067308,Asphalt
39.96909,-83.051552,Asphalt
39.96909,-83.050753,Asphalt
39.96909,-83.050643,Asphalt
39.969092,-83.050757,Asphalt
39.969092,-83.05052,Asphalt
39.969092,-83.050193,Asphalt
39.969092,-83.049863,Asphalt
39.969092,-83.049658,Asphalt
39.969093,-83.067187,Asphalt
39.969093,-83.051645,Asphalt
39.969093,-83.051588,Asphalt
39.969093,-83.049013,Asphalt
39.969095,-83.067113,Asphalt
39.969095,-83.051168,Asphalt
39.969095,-83.049863,Asphalt
39.969095,-83.04935,Asphalt
39.969095,-83.049022,Asphalt
39.969097,-83.067137,Asphalt
39.969097,-83.050378,Asphalt
39.969098,-83.067098,Asphalt
39.969098,-83.05164,Asphalt
39.969098,-83.050957,Asphalt
39.969098,-83.050317,Asphalt
39.969098,-83.05009,Asphalt
39.969098,-83.048782,Asphalt
39.9691,-83.067165,Asphalt
39.9691,-83.05191,Asphalt
39.9691,-83.051045,Asphalt
39.9691,-83.050742,Asphalt
39.9691,-83.022027,Asphalt
39.969102,-83.050528,Asphalt
39.969103,-83.067393,Asphalt
39.969103,-83.067343,Asphalt
39.969103,-83.06703,Asphalt
39.969103,-83.05003,Asphalt
39.969103,-83.049253,Asphalt
39.969105,-83.051427,Asphalt
39.969105,-83.051355,Asphalt
39.969105,-83.049637,Asphalt
39.969107,-83.067133,Asphalt
39.969107,-83.06704,Asphalt
39.969108,-83.051532,Asphalt
39.969108,-83.049343,Asphalt
39.96911,-83.067355,Asphalt
39.96911,-83.06708,Asphalt
39.96911,-83.051265,Asphalt
39.969112,-83.067287,Asphalt
39.969112,-83.067078,Asphalt
39.969112,-83.051215,Asphalt
39.969112,-83.051068,Asphalt
39.969112,-83.050408,Asphalt
39.969112,-83.049923,Asphalt
39.969113,-83.05072,Asphalt
39.969113,-83.04949,Asphalt
39.969113,-83.049103,Asphalt
39.969115,-83.067148,Asphalt
39.969115,-83.051155,Asphalt
39.969115,-83.050782,Asphalt
39.969117,-83.067672,Asphalt
39.969117,-83.051008,Asphalt
39.969117,-83.050782,Asphalt
39.969117,-83.05021,Asphalt
39.969118,-83.050945,Asphalt
39.969118,-83.050495,Asphalt
39.969118,-83.04972,Asphalt
39.969118,-83.049665,Asphalt
39.96912,-83.06713,Asphalt
39.96912,-83.0508,Asphalt
39.969122,-83.050623,Asphalt
39.969122,-83.022002,Asphalt
39.969123,-83.0673,Asphalt
39.969123,-83.067083,Asphalt
39.969123,-83.050592,Asphalt
39.969123,-83.049947,Asphalt
39.969123,-83.003628,Asphalt
39.969125,-83.050382,Asphalt
39.969125,-83.050307,Asphalt
39.969125,-83.050168,Asphalt
39.969125,-83.04999,Asphalt
39.969125,-83.049423,Asphalt
39.969127,-83.050395,Asphalt
39.969132,-83.067398,Asphalt
39.969133,-83.049747,Asphalt
39.969137,-83.05007,Asphalt
39.969143,-83.022068,Asphalt
39.969145,-83.067158,Asphalt
39.969145,-83.067155,Asphalt
39.969153,-83.067082,Asphalt
39.969155,-83.06725,Asphalt
39.969155,-83.067212,Asphalt
39.969162,-83.069063,Asphalt
39.969162,-83.067212,Asphalt
39.969163,-83.067468,Asphalt
39.969167,-83.067325,Asphalt
39.969167,-83.067248,Asphalt
39.96917,-83.067538,Asphalt
39.969175,-83.067572,Asphalt
39.969175,-83.067375,Asphalt
39.969182,-83.067342,Asphalt
39.969182,-83.067275,Asphalt
39.969182,-83.067268,Asphalt
39.969185,-83.06745,Asphalt
39.969188,-83.067535,Asphalt
39.969193,-83.06738,Asphalt
39.969195,-83.067645,Asphalt
39.969197,-83.067613,Asphalt
39.969197,-83.06739,Asphalt
39.969198,-83.067345,Asphalt
39.969202,-83.067438,Asphalt
39.969205,-83.067333,Asphalt
39.969208,-83.067532,Asphalt
39.96921,-83.067413,Asphalt
39.969213,-83.067622,Asphalt
39.969215,-83.067382,Asphalt
39.969217,-83.067385,Asphalt
39.96922,-83.067415,Asphalt
39.969222,-83.067735,Asphalt
39.969228,-83.068005,Asphalt
39.969233,-83.067715,Asphalt
39.96924,-83.067542,Asphalt
39.96924,-83.067455,Asphalt
39.969243,-83.067483,Asphalt
39.969247,-83.067713,Asphalt
39.969248,-83.067375,Asphalt
39.969253,-83.067485,Asphalt
39.969255,-83.003655,Asphalt
39.969258,-83.06762,Asphalt
39.969258,-83.067565,Asphalt
39.96926,-83.067833,Asphalt
39.969262,-83.06783,Asphalt
39.969263,-83.021775,Asphalt
39.969265,-83.067545,Asphalt
39.969265,-83.067507,Asphalt
39.969265,-83.02178,Asphalt
39.969268,-83.067622,Asphalt
39.969275,-83.067622,Asphalt
39.969275,-83.067567,Asphalt
39.969282,-83.067595,Asphalt
39.969287,-83.069392,Asphalt
39.969288,-83.06789,Asphalt
39.96929,-83.067753,Asphalt
39.969292,-83.067882,Asphalt
39.969292,-83.06763,Asphalt
39.969295,-83.067637,Asphalt
39.969297,-83.067682,Asphalt
39.969298,-83.021803,Asphalt
39.969302,-83.067683,Asphalt
39.969305,-83.06772,Asphalt
39.969307,-83.067652,Asphalt
39.969312,-83.068017,Asphalt
39.969313,-83.067895,Asphalt
39.969318,-83.067773,Asphalt
39.96932,-83.067967,Asphalt
39.969322,-83.067712,Asphalt
39.969322,-83.067702,Asphalt
39.969323,-83.067677,Asphalt
39.969327,-83.067873,Asphalt
39.969338,-83.068078,Asphalt
39.969342,-83.067865,Asphalt
39.969343,-83.068087,Asphalt
39.969343,-83.06778,Asphalt
39.969345,-83.068337,Asphalt
39.969345,-83.067783,Asphalt
39.969347,-83.067787,Asphalt
39.969348,-83.06804,Asphalt
39.96935,-83.067672,Asphalt
39.969352,-83.119102,Asphalt
39.969357,-83.067875,Asphalt
39.969362,-83.068022,Asphalt
39.969365,-83.068202,Asphalt
39.969367,-83.067883,Asphalt
39.96937,-83.0679,Asphalt
39.969373,-83.067862,Asphalt
39.969378,-83.06786,Asphalt
39.969378,-83.067855,Asphalt
39.969378,-83.067832,Asphalt
39.969385,-83.068165,Asphalt
39.96939,-83.067942,Asphalt
39.96939,-83.003682,Asphalt
39.969392,-83.068048,Asphalt
39.969395,-83.067928,Asphalt
39.969398,-83.067975,Asphalt
39.9694,-83.06794,Asphalt
39.969403,-83.068187,Asphalt
39.969403,-83.021545,Asphalt
39.969405,-83.068005,Asphalt
39.96941,-83.067977,Asphalt
39.969412,-83.068013,Asphalt
39.96942,-83.069708,Asphalt
39.969422,-83.021525,Asphalt
39.969427,-83.068115,Asphalt
39.969427,-83.068018,Asphalt
39.969428,-83.068013,Asphalt
39.96943,-83.068387,Asphalt
39.96943,-83.06834,Asphalt
39.969432,-83.0683,Asphalt
39.969433,-83.067967,Asphalt
39.969437,-83.068253,Asphalt
39.969437,-83.068203,Asphalt
39.969445,-83.068075,Asphalt
39.969445,-83.068058,Asphalt
39.969448,-83.068133,Asphalt
39.96945,-83.067968,Asphalt
39.969453,-83.021537,Asphalt
39.969455,-83.068425,Asphalt
39.969455,-83.068103,Asphalt
39.969457,-83.068332,Asphalt
39.969462,-83.068665,Asphalt
39.969465,-83.068178,Asphalt
39.969472,-83.068078,Asphalt
39.969477,-83.06833,Asphalt
39.969477,-83.068203,Asphalt
39.969478,-83.068193,Asphalt
39.96948,-83.06816,Asphalt
39.969482,-83.068437,Asphalt
39.969482,-83.068178,Asphalt
39.969487,-83.068193,Asphalt
39.969492,-83.068573,Asphalt
39.969497,-83.068225,Asphalt
39.969498,-83.068265,Asphalt
39.9695,-83.068252,Asphalt
39.969502,-83.068352,Asphalt
39.969503,-83.068165,Asphalt
39.969505,-83.068292,Asphalt
39.969508,-83.068482,Asphalt
39.969517,-83.068372,Asphalt
39.969517,-83.068263,Asphalt
39.969518,-83.068595,Asphalt
39.969522,-83.068293,Asphalt
39.969523,-83.003708,Asphalt
39.969527,-83.068302,Asphalt
39.969528,-83.068242,Asphalt
39.969528,-83.068235,Asphalt
39.969535,-83.068752,Asphalt
39.969542,-83.068398,Asphalt
39.969543,-83.02131,Asphalt
39.969547,-83.068633,Asphalt
39.969548,-83.068373,Asphalt
39.96955,-83.068533,Asphalt
39.96955,-83.068295,Asphalt
39.969552,-83.068262,Asphalt
39.969553,-83.06839,Asphalt
39.969557,-83.070017,Asphalt
39.969558,-83.068607,Asphalt
39.969558,-83.068402,Asphalt
39.96956,-83.068453,Asphalt
39.969563,-83.068635,Asphalt
39.96957,-83.068438,Asphalt
39.969572,-83.06835,Asphalt
39.969573,-83.021275,Asphalt
39.969577,-83.068993,Asphalt
39.969577,-83.068443,Asphalt
39.969578,-83.06871,Asphalt
39.96958,-83.06878,Asphalt
39.969587,-83.068523,Asphalt
39.969587,-83.068495,Asphalt
39.969588,-83.068472,Asphalt
39.96959,-83.06864,Asphalt
39.969592,-83.068407,Asphalt
39.969595,-83.068927,Asphalt
39.969597,-83.068522,Asphalt
39.9696,-83.068558,Asphalt
39.9696,-83.06852,Asphalt
39.969603,-83.06858,Asphalt
39.969605,-83.068638,Asphalt
39.969607,-83.068852,Asphalt
39.969607,-83.021272,Asphalt
39.96961,-83.068663,Asphalt
39.969615,-83.068472,Asphalt
39.969617,-83.119098,Asphalt
39.969618,-83.068795,Asphalt
39.969625,-83.068587,Asphalt
39.969628,-83.068602,Asphalt
39.969637,-83.068667,Asphalt
39.96964,-83.068547,Asphalt
39.969647,-83.068668,Asphalt
39.969647,-83.068652,Asphalt
39.969648,-83.068575,Asphalt
39.969652,-83.06855,Asphalt
39.969652,-83.00374,Asphalt
39.969655,-83.068732,Asphalt
39.969657,-83.068685,Asphalt
39.969662,-83.069102,Asphalt
39.969662,-83.068863,Asphalt
39.969663,-83.068968,Asphalt
39.969663,-83.06868,Asphalt
39.96967,-83.06863,Asphalt
39.969673,-83.068953,Asphalt
39.969673,-83.068747,Asphalt
39.969675,-83.068727,Asphalt
39.969677,-83.068985,Asphalt
39.96968,-83.021068,Asphalt
39.969682,-83.068962,Asphalt
39.969688,-83.069325,Asphalt
39.969692,-83.070322,Asphalt
39.969695,-83.068793,Asphalt
39.969697,-83.06911,Asphalt
39.969697,-83.068817,Asphalt
39.969698,-83.069128,Asphalt
39.969698,-83.068908,Asphalt
39.969698,-83.06884,Asphalt
39.969702,-83.068847,Asphalt
39.969703,-83.068952,Asphalt
39.969703,-83.068868,Asphalt
39.969703,-83.068817,Asphalt
39.969703,-83.068725,Asphalt
39.969718,-83.068975,Asphalt
39.96972,-83.021028,Asphalt
39.969723,-83.068865,Asphalt
39.969725,-83.069103,Asphalt
39.969727,-83.069278,Asphalt
39.969727,-83.068938,Asphalt
39.969737,-83.06889,Asphalt
39.969742,-83.068832,Asphalt
39.969743,-83.068932,Asphalt
39.969745,-83.068965,Asphalt
39.969748,-83.069008,Asphalt
39.969748,-83.068948,Asphalt
39.969748,-83.068835,Asphalt
39.969757,-83.021007,Asphalt
39.969762,-83.069002,Asphalt
39.969768,-83.069,Asphalt
39.969768,-83.068905,Asphalt
39.969773,-83.069258,Asphalt
39.969775,-83.069245,Asphalt
39.969775,-83.069193,Asphalt
39.969778,-83.003775,Asphalt
39.96978,-83.069303,Asphalt
39.96978,-83.06903,Asphalt
39.969782,-83.068948,Asphalt
39.969788,-83.069372,Asphalt
39.96979,-83.069453,Asphalt
39.969792,-83.06918,Asphalt
39.969793,-83.069112,Asphalt
39.969803,-83.069317,Asphalt
39.969803,-83.069158,Asphalt
39.969803,-83.06914,Asphalt
39.969805,-83.06911,Asphalt
39.969807,-83.069157,Asphalt
39.969808,-83.069657,Asphalt
39.969812,-83.06927,Asphalt
39.969812,-83.069127,Asphalt
39.969812,-83.0691,Asphalt
39.969815,-83.020825,Asphalt
39.969817,-83.069472,Asphalt
39.96982,-83.069205,Asphalt
39.969823,-83.069383,Asphalt
39.969825,-83.070625,Asphalt
39.969825,-83.069073,Asphalt
39.969827,-83.069292,Asphalt
39.969833,-83.069183,Asphalt
39.969842,-83.069257,Asphalt
39.969843,-83.069283,Asphalt
39.969843,-83.069118,Asphalt
39.96985,-83.069265,Asphalt
39.969852,-83.069238,Asphalt
39.969855,-83.06925,Asphalt
39.96986,-83.020788,Asphalt
39.969863,-83.06928,Asphalt
39.96987,-83.069535,Asphalt
39.969872,-83.069522,Asphalt
39.969872,-83.06921,Asphalt
39.969875,-83.069615,Asphalt
39.96988,-83.069637,Asphalt
39.969885,-83.069307,Asphalt
39.969887,-83.069453,Asphalt
39.969888,-83.069523,Asphalt
39.969888,-83.069242,Asphalt
39.969892,-83.119098,Asphalt
39.969892,-83.069402,Asphalt
39.969895,-83.069367,Asphalt
39.969903,-83.06964,Asphalt
39.969903,-83.069448,Asphalt
39.969905,-83.069438,Asphalt
39.969905,-83.020737,Asphalt
39.969907,-83.003812,Asphalt
39.969912,-83.06947,Asphalt
39.969915,-83.069473,Asphalt
39.969922,-83.069667,Asphalt
39.969922,-83.069453,Asphalt
39.969922,-83.069438,Asphalt
39.969922,-83.069433,Asphalt
39.969922,-83.069357,Asphalt
39.969923,-83.069587,Asphalt
39.969927,-83.06999,Asphalt
39.969928,-83.069668,Asphalt
39.969933,-83.069477,Asphalt
39.969935,-83.069773,Asphalt
39.969935,-83.069605,Asphalt
39.969937,-83.069552,Asphalt
39.969938,-83.069813,Asphalt
